athlete_id,athlete_name,sex,age,height_cm,weight_kg,team,noc,year,city,sport,event,medal
1643,Boris Tanaka,M,21,177,72,Denmark,DEN,1912,Stockholm,Athletics,800m Men,Silver
1644,Pierre Biles,M,26,183,70,Poland,POL,1912,Stockholm,Athletics,800m Men,Bronze
1645,Robert Liu,M,29,179,66,Romania,ROU,1912,Stockholm,Athletics,1500m Men,Gold
1646,Carl Popov,M,20,161,68,Australia,AUS,1912,Stockholm,Athletics,1500m Men,Silver
1647,Wei Yamamoto,M,24,165,73,United States,USA,1912,Stockholm,Athletics,1500m Men,Bronze
1648,Pierre Wang,M,28,169,82,Australia,AUS,1912,Stockholm,Athletics,Marathon Men,Gold
1649,Kento Müller,M,27,160,83,United States,USA,1912,Stockholm,Athletics,Marathon Men,Silver
1650,Pierre Zhang,M,19,172,74,Romania,ROU,1912,Stockholm,Athletics,Marathon Men,Bronze
1651,Liu Tanaka,F,23,152,72,United States,USA,1912,Stockholm,Athletics,100m Women,Gold
1652,Larisa Smith,F,25,162,64,India,IND,1912,Stockholm,Athletics,100m Women,Silver
1653,Nadia Popov,F,38,158,53,Belgium,BEL,1912,Stockholm,Athletics,100m Women,Bronze
1654,Anna Brown,F,22,174,66,Netherlands,NED,1912,Stockholm,Athletics,200m Women,Gold
1655,Elena Thompson,F,28,176,44,Italy,ITA,1912,Stockholm,Athletics,200m Women,Silver
1656,Allyson Kipchoge,F,21,154,47,Germany,GER,1912,Stockholm,Athletics,200m Women,Bronze
1657,Elena Kim,F,24,163,77,Bulgaria,BUL,1912,Stockholm,Athletics,400m Women,Gold
1658,Sarah Thompson,F,30,169,66,United States,USA,1912,Stockholm,Athletics,400m Women,Silver
1659,Larisa Lewis,F,21,171,56,New Zealand,NZL,1912,Stockholm,Athletics,400m Women,Bronze
1660,Anna Liu,F,24,181,65,New Zealand,NZL,1912,Stockholm,Athletics,Marathon Women,Gold
1661,Nadia Biles,F,34,165,21,Canada,CAN,1912,Stockholm,Athletics,Marathon Women,Silver
1662,Mary Brown,F,30,158,55,Brazil,BRA,1912,Stockholm,Athletics,Marathon Women,Bronze
1663,Boris Wang,M,26,183,65,Soviet Union,USSR,1912,Stockholm,Athletics,Long Jump Men,Gold
1664,Pierre Smith,M,23,166,71,New Zealand,NZL,1912,Stockholm,Athletics,Long Jump Men,Silver
1665,David Brown,M,25,164,58,United States,USA,1912,Stockholm,Athletics,Long Jump Men,Bronze
1666,Klaus Liu,M,29,171,96,Romania,ROU,1912,Stockholm,Athletics,High Jump Men,Gold
1667,Carl Wang,M,20,167,43,Poland,POL,1912,Stockholm,Athletics,High Jump Men,Silver
1668,Adam Fischer,M,26,176,81,Germany,GER,1912,Stockholm,Athletics,High Jump Men,Bronze
1669,Adam Kipchoge,M,24,191,58,Great Britain,GBR,1912,Stockholm,Athletics,Shot Put Men,Gold
1670,Robert Kim,M,24,172,62,United States,USA,1912,Stockholm,Athletics,Shot Put Men,Silver
1671,James Popov,M,33,176,95,Germany,GER,1912,Stockholm,Athletics,Shot Put Men,Bronze
1672,Sergei Osei,M,21,173,74,Poland,POL,1912,Stockholm,Athletics,Decathlon,Gold
1673,Kento Tanaka,M,29,181,69,Sweden,SWE,1912,Stockholm,Athletics,Decathlon,Silver
1674,James Müller,M,19,176,80,Soviet Union,USSR,1912,Stockholm,Athletics,Decathlon,Bronze
1675,Tatiana Williams,F,21,173,76,Germany,GER,1912,Stockholm,Athletics,Heptathlon,Gold
1676,Nadia Chen,F,26,173,53,Soviet Union,USSR,1912,Stockholm,Athletics,Heptathlon,Silver
1677,Simone Popov,F,33,165,53,United States,USA,1912,Stockholm,Athletics,Heptathlon,Bronze
1678,Adam Johnson,M,24,194,73,Australia,AUS,1912,Stockholm,Swimming,100m Freestyle Men,Gold
1679,Hans Brown,M,29,183,94,Germany,GER,1912,Stockholm,Swimming,100m Freestyle Men,Silver
1680,Robert Thompson,M,27,159,59,France,FRA,1912,Stockholm,Swimming,100m Freestyle Men,Bronze
1681,Neymar Yamamoto,M,26,170,71,Netherlands,NED,1912,Stockholm,Swimming,200m Freestyle Men,Gold
1682,Kento Brown,M,30,160,67,Hungary,HUN,1912,Stockholm,Swimming,200m Freestyle Men,Silver
1683,Li Dubois,M,22,196,77,United States,USA,1912,Stockholm,Swimming,200m Freestyle Men,Bronze
1684,Neymar Chen,M,22,163,74,Netherlands,NED,1912,Stockholm,Swimming,400m Freestyle Men,Gold
1685,Boris Popov,M,31,160,90,Brazil,BRA,1912,Stockholm,Swimming,400m Freestyle Men,Silver
1686,Hans Chen,M,28,173,72,Great Britain,GBR,1912,Stockholm,Swimming,400m Freestyle Men,Bronze
1687,Yuki Felix,M,26,180,85,United States,USA,1912,Stockholm,Swimming,100m Backstroke Men,Gold
1688,Robert Smith,M,27,180,72,Sweden,SWE,1912,Stockholm,Swimming,100m Backstroke Men,Silver
1689,Jean Phelps,M,26,173,75,Poland,POL,1912,Stockholm,Swimming,100m Backstroke Men,Bronze
1690,Wei Yamamoto,M,25,175,75,Italy,ITA,1912,Stockholm,Swimming,100m Breaststroke Men,Gold
1691,Adam Brown,M,34,185,74,Australia,AUS,1912,Stockholm,Swimming,100m Breaststroke Men,Silver
1692,Pierre Wang,M,35,192,84,Germany,GER,1912,Stockholm,Swimming,100m Breaststroke Men,Bronze
1693,Zhang Kim,M,28,177,61,United States,USA,1912,Stockholm,Swimming,100m Butterfly Men,Gold
1694,Jean Wang,M,24,179,78,Italy,ITA,1912,Stockholm,Swimming,100m Butterfly Men,Silver
1695,Yuki Martin,M,24,167,77,Soviet Union,USSR,1912,Stockholm,Swimming,100m Butterfly Men,Bronze
1696,Mark Thompson,M,16,171,75,Denmark,DEN,1912,Stockholm,Swimming,200m Individual Medley Men,Gold
1697,Adam Osei,M,30,167,74,Canada,CAN,1912,Stockholm,Swimming,200m Individual Medley Men,Silver
1698,Jean Volkov,M,23,168,82,United States,USA,1912,Stockholm,Swimming,200m Individual Medley Men,Bronze
1699,Alexei Thompson,M,27,162,74,Great Britain,GBR,1912,Stockholm,Swimming,4x100m Relay Men,Gold
1700,Kento Osei,M,29,176,86,New Zealand,NZL,1912,Stockholm,Swimming,4x100m Relay Men,Silver
1701,James Volkov,M,25,180,51,Italy,ITA,1912,Stockholm,Swimming,4x100m Relay Men,Bronze
1702,Ye Smith,F,32,160,76,Hungary,HUN,1912,Stockholm,Swimming,100m Freestyle Women,Gold
1703,Maria Fischer,F,25,164,49,Italy,ITA,1912,Stockholm,Swimming,100m Freestyle Women,Silver
1704,Simone Zhang,F,16,160,54,United States,USA,1912,Stockholm,Swimming,100m Freestyle Women,Bronze
1705,Liu Liu,F,26,169,57,United States,USA,1912,Stockholm,Swimming,200m Freestyle Women,Gold
1706,Nadia Müller,F,22,161,68,Netherlands,NED,1912,Stockholm,Swimming,200m Freestyle Women,Silver
1707,Allyson Smith,F,26,166,59,Canada,CAN,1912,Stockholm,Swimming,200m Freestyle Women,Bronze
1708,Birgit Lewis,F,28,166,51,Norway,NOR,1912,Stockholm,Swimming,400m Freestyle Women,Gold
1709,Maria Popov,F,34,168,61,Great Britain,GBR,1912,Stockholm,Swimming,400m Freestyle Women,Silver
1710,Simone Brown,F,22,159,47,Soviet Union,USSR,1912,Stockholm,Swimming,400m Freestyle Women,Bronze
1711,Birgit Popov,F,23,162,57,Czech Republic,CZE,1912,Stockholm,Swimming,100m Backstroke Women,Gold
1712,Nadia Johnson,F,27,168,48,Hungary,HUN,1912,Stockholm,Swimming,100m Backstroke Women,Silver
1713,Simone Fischer,F,27,169,44,Great Britain,GBR,1912,Stockholm,Swimming,100m Backstroke Women,Bronze
1714,Heike Müller,F,31,161,55,Soviet Union,USSR,1912,Stockholm,Swimming,100m Breaststroke Women,Gold
1715,Mary Bolt,F,25,166,56,Romania,ROU,1912,Stockholm,Swimming,100m Breaststroke Women,Silver
1716,Allyson Bolt,F,27,180,67,Italy,ITA,1912,Stockholm,Swimming,100m Breaststroke Women,Bronze
1717,Ye Martin,F,31,157,58,United States,USA,1912,Stockholm,Swimming,4x100m Relay Women,Gold
1718,Nadia Felix,F,23,158,51,Japan,JPN,1912,Stockholm,Swimming,4x100m Relay Women,Silver
1719,Larisa Johnson,F,32,164,68,Soviet Union,USSR,1912,Stockholm,Swimming,4x100m Relay Women,Bronze
1720,Jean Smith,M,21,181,75,Bulgaria,BUL,1912,Stockholm,Gymnastics,All-Around Men,Gold
1721,Klaus Phelps,M,24,176,65,Soviet Union,USSR,1912,Stockholm,Gymnastics,All-Around Men,Silver
1722,Alexei Williams,M,31,183,87,France,FRA,1912,Stockholm,Gymnastics,All-Around Men,Bronze
1723,James Müller,M,21,189,81,Soviet Union,USSR,1912,Stockholm,Gymnastics,Floor Exercise Men,Gold
1724,Yuki Liu,M,26,170,76,Finland,FIN,1912,Stockholm,Gymnastics,Floor Exercise Men,Silver
1725,Li Biles,M,27,160,67,United States,USA,1912,Stockholm,Gymnastics,Floor Exercise Men,Bronze
1726,Mark Felix,M,30,182,84,Great Britain,GBR,1912,Stockholm,Gymnastics,Pommel Horse Men,Gold
1727,Ivan Smith,M,24,166,76,Soviet Union,USSR,1912,Stockholm,Gymnastics,Pommel Horse Men,Silver
1728,Alexei Felix,M,34,175,86,Czech Republic,CZE,1912,Stockholm,Gymnastics,Pommel Horse Men,Bronze
1729,Neymar Dubois,M,28,175,84,Soviet Union,USSR,1912,Stockholm,Gymnastics,Rings Men,Gold
1730,Neymar Volkov,M,26,184,74,United States,USA,1912,Stockholm,Gymnastics,Rings Men,Silver
1731,Michael Osei,M,36,184,86,Great Britain,GBR,1912,Stockholm,Gymnastics,Rings Men,Bronze
1732,Jean Williams,M,30,174,65,New Zealand,NZL,1912,Stockholm,Gymnastics,Vault Men,Gold
1733,Klaus Williams,M,23,178,79,Norway,NOR,1912,Stockholm,Gymnastics,Vault Men,Silver
1734,Carl Zhang,M,30,168,71,Italy,ITA,1912,Stockholm,Gymnastics,Vault Men,Bronze
1735,Li Dubois,M,26,188,69,Australia,AUS,1912,Stockholm,Gymnastics,Parallel Bars Men,Gold
1736,Kento Müller,M,25,168,83,United States,USA,1912,Stockholm,Gymnastics,Parallel Bars Men,Silver
1737,Pierre Biles,M,27,174,73,New Zealand,NZL,1912,Stockholm,Gymnastics,Parallel Bars Men,Bronze
1738,Mark Biles,M,22,180,87,Australia,AUS,1912,Stockholm,Gymnastics,Horizontal Bar Men,Gold
1739,Michael Smith,M,22,181,80,France,FRA,1912,Stockholm,Gymnastics,Horizontal Bar Men,Silver
1740,Li Wang,M,22,197,58,Soviet Union,USSR,1912,Stockholm,Gymnastics,Horizontal Bar Men,Bronze
1741,Maria Kipchoge,F,28,173,74,Germany,GER,1912,Stockholm,Gymnastics,All-Around Women,Gold
1742,Emily Brown,F,26,158,55,Italy,ITA,1912,Stockholm,Gymnastics,All-Around Women,Silver
1743,Nadia Yamamoto,F,24,169,62,United States,USA,1912,Stockholm,Gymnastics,All-Around Women,Bronze
1744,Birgit Biles,F,25,172,50,Canada,CAN,1912,Stockholm,Gymnastics,Floor Exercise Women,Gold
1745,Birgit Biles,F,16,160,53,United States,USA,1912,Stockholm,Gymnastics,Floor Exercise Women,Silver
1746,Emily Tanaka,F,28,155,54,Hungary,HUN,1912,Stockholm,Gymnastics,Floor Exercise Women,Bronze
1747,Elena Fischer,F,32,174,48,Romania,ROU,1912,Stockholm,Gymnastics,Beam Women,Gold
1748,Larisa Smith,F,21,161,61,France,FRA,1912,Stockholm,Gymnastics,Beam Women,Silver
1749,Jessica Osei,F,28,160,76,Soviet Union,USSR,1912,Stockholm,Gymnastics,Beam Women,Bronze
1750,Heike Williams,F,22,147,57,Hungary,HUN,1912,Stockholm,Gymnastics,Vault Women,Gold
1751,Birgit Brown,F,21,169,65,Poland,POL,1912,Stockholm,Gymnastics,Vault Women,Silver
1752,Heike Müller,F,25,174,68,Germany,GER,1912,Stockholm,Gymnastics,Vault Women,Bronze
1753,Jean Osei,M,29,168,57,France,FRA,1912,Stockholm,Cycling,Road Race Men,Gold
1754,Ryan Zhang,M,28,178,82,Denmark,DEN,1912,Stockholm,Cycling,Road Race Men,Silver
1755,James Martin,M,30,177,85,Netherlands,NED,1912,Stockholm,Cycling,Road Race Men,Bronze
1756,Li Liu,M,25,185,99,Great Britain,GBR,1912,Stockholm,Cycling,Time Trial Men,Gold
1757,Wei Bolt,M,19,175,63,Denmark,DEN,1912,Stockholm,Cycling,Time Trial Men,Silver
1758,Boris Lewis,M,26,173,71,Sweden,SWE,1912,Stockholm,Cycling,Time Trial Men,Bronze
1759,Neymar Chen,M,20,175,69,Canada,CAN,1912,Stockholm,Cycling,Track Sprint Men,Gold
1760,Mark Yamamoto,M,26,167,74,Great Britain,GBR,1912,Stockholm,Cycling,Track Sprint Men,Silver
1761,Adam Martin,M,20,174,74,Italy,ITA,1912,Stockholm,Cycling,Track Sprint Men,Bronze
1762,Liu Tanaka,F,24,162,65,United States,USA,1912,Stockholm,Cycling,Road Race Women,Gold
1763,Simone Smith,F,18,161,75,Germany,GER,1912,Stockholm,Cycling,Road Race Women,Silver
1764,Nadia Johnson,F,25,173,65,Norway,NOR,1912,Stockholm,Cycling,Road Race Women,Bronze
1765,Nadia Williams,F,22,162,51,Belgium,BEL,1912,Stockholm,Cycling,Time Trial Women,Gold
1766,Oksana Williams,F,22,155,66,Great Britain,GBR,1912,Stockholm,Cycling,Time Trial Women,Silver
1767,Elena Smith,F,19,166,57,Japan,JPN,1912,Stockholm,Cycling,Time Trial Women,Bronze
1768,David Martin,M,28,169,71,United States,USA,1912,Stockholm,Cycling,Mountain Bike Men,Gold
1769,Hans Lewis,M,21,162,89,Germany,GER,1912,Stockholm,Cycling,Mountain Bike Men,Silver
1770,David Yamamoto,M,29,176,83,Australia,AUS,1912,Stockholm,Cycling,Mountain Bike Men,Bronze
1771,Alexei Biles,M,25,172,55,France,FRA,1912,Stockholm,Wrestling,Freestyle 65kg Men,Gold
1772,Usain Popov,M,24,179,82,Japan,JPN,1912,Stockholm,Wrestling,Freestyle 65kg Men,Silver
1773,David Popov,M,26,174,66,Czech Republic,CZE,1912,Stockholm,Wrestling,Freestyle 65kg Men,Bronze
1774,Kento Fischer,M,19,184,73,Japan,JPN,1912,Stockholm,Wrestling,Freestyle 74kg Men,Gold
1775,Mark Williams,M,21,172,71,United States,USA,1912,Stockholm,Wrestling,Freestyle 74kg Men,Silver
1776,Kento Felix,M,30,187,71,Brazil,BRA,1912,Stockholm,Wrestling,Freestyle 74kg Men,Bronze
1777,Neymar Phelps,M,29,179,63,Soviet Union,USSR,1912,Stockholm,Wrestling,Freestyle 86kg Men,Gold
1778,Robert Johnson,M,17,169,84,Great Britain,GBR,1912,Stockholm,Wrestling,Freestyle 86kg Men,Silver
1779,Mark Bolt,M,28,189,70,Japan,JPN,1912,Stockholm,Wrestling,Freestyle 86kg Men,Bronze
1780,Robert Chen,M,22,173,72,Brazil,BRA,1912,Stockholm,Wrestling,Greco-Roman 67kg Men,Gold
1781,Jean Williams,M,21,177,81,Sweden,SWE,1912,Stockholm,Wrestling,Greco-Roman 67kg Men,Silver
1782,Kento Tanaka,M,28,171,91,Belgium,BEL,1912,Stockholm,Wrestling,Greco-Roman 67kg Men,Bronze
1783,Zhang Felix,M,29,176,74,Soviet Union,USSR,1912,Stockholm,Wrestling,Greco-Roman 77kg Men,Gold
1784,Robert Wang,M,24,163,79,Japan,JPN,1912,Stockholm,Wrestling,Greco-Roman 77kg Men,Silver
1785,Li Fischer,M,21,189,62,Romania,ROU,1912,Stockholm,Wrestling,Greco-Roman 77kg Men,Bronze
1786,Klaus Wang,M,28,168,69,Germany,GER,1912,Stockholm,Judo,60kg Men,Gold
1787,Jean Martin,M,28,165,55,Hungary,HUN,1912,Stockholm,Judo,60kg Men,Silver
1788,Ryan Martin,M,30,177,68,France,FRA,1912,Stockholm,Judo,60kg Men,Bronze
1789,Kento Thompson,M,22,177,82,Germany,GER,1912,Stockholm,Judo,66kg Men,Gold
1790,Klaus Williams,M,23,180,74,Japan,JPN,1912,Stockholm,Judo,66kg Men,Silver
1791,Usain Felix,M,28,180,58,United States,USA,1912,Stockholm,Judo,66kg Men,Bronze
1792,Hans Tanaka,M,24,170,83,United States,USA,1912,Stockholm,Judo,73kg Men,Gold
1793,Wei Müller,M,25,170,73,India,IND,1912,Stockholm,Judo,73kg Men,Silver
1794,Zhang Osei,M,27,176,76,Belgium,BEL,1912,Stockholm,Judo,73kg Men,Bronze
1795,Boris Volkov,M,19,168,84,France,FRA,1912,Stockholm,Judo,81kg Men,Gold
1796,Pierre Lewis,M,27,174,70,Sweden,SWE,1912,Stockholm,Judo,81kg Men,Silver
1797,Klaus Wang,M,18,172,79,Czech Republic,CZE,1912,Stockholm,Judo,81kg Men,Bronze
1798,Klaus Yamamoto,M,24,164,61,Soviet Union,USSR,1912,Stockholm,Judo,90kg Men,Gold
1799,Robert Brown,M,32,178,78,France,FRA,1912,Stockholm,Judo,90kg Men,Silver
1800,Michael Kipchoge,M,25,181,72,Bulgaria,BUL,1912,Stockholm,Judo,90kg Men,Bronze
1801,Yuki Thompson,M,27,180,68,Germany,GER,1912,Stockholm,Judo,+100kg Men,Gold
1802,Kento Biles,M,24,165,82,Japan,JPN,1912,Stockholm,Judo,+100kg Men,Silver
1803,Pierre Chen,M,27,168,77,Italy,ITA,1912,Stockholm,Judo,+100kg Men,Bronze
1804,Birgit Volkov,F,29,154,65,Soviet Union,USSR,1912,Stockholm,Judo,48kg Women,Gold
1805,Sarah Park,F,28,161,51,United States,USA,1912,Stockholm,Judo,48kg Women,Silver
1806,Simone Müller,F,21,158,43,Japan,JPN,1912,Stockholm,Judo,48kg Women,Bronze
1807,Heike Popov,F,27,158,28,Great Britain,GBR,1912,Stockholm,Judo,52kg Women,Gold
1808,Allyson Park,F,29,169,67,United States,USA,1912,Stockholm,Judo,52kg Women,Silver
1809,Oksana Yamamoto,F,30,170,69,Romania,ROU,1912,Stockholm,Judo,52kg Women,Bronze
1810,Mary Fischer,F,31,167,65,United States,USA,1912,Stockholm,Judo,57kg Women,Gold
1811,Larisa Dubois,F,21,163,75,Netherlands,NED,1912,Stockholm,Judo,57kg Women,Silver
1812,Tatiana Osei,F,28,165,71,Canada,CAN,1912,Stockholm,Judo,57kg Women,Bronze
1813,Mark Biles,M,24,172,72,Norway,NOR,1912,Stockholm,Boxing,51kg Men,Gold
1814,Wei Thompson,M,30,180,59,Romania,ROU,1912,Stockholm,Boxing,51kg Men,Silver
1815,Ryan Chen,M,28,186,71,Italy,ITA,1912,Stockholm,Boxing,51kg Men,Bronze
1816,Yuki Brown,M,31,177,74,Netherlands,NED,1912,Stockholm,Boxing,56kg Men,Gold
1817,Neymar Müller,M,28,169,83,Great Britain,GBR,1912,Stockholm,Boxing,56kg Men,Silver
1818,Wei Popov,M,25,173,91,Soviet Union,USSR,1912,Stockholm,Boxing,56kg Men,Bronze
1819,Zhang Wang,M,21,182,68,Soviet Union,USSR,1912,Stockholm,Boxing,60kg Men,Gold
1820,David Smith,M,25,184,90,France,FRA,1912,Stockholm,Boxing,60kg Men,Silver
1821,Sergei Chen,M,29,168,63,Romania,ROU,1912,Stockholm,Boxing,60kg Men,Bronze
1822,Zhang Kim,M,30,184,72,Australia,AUS,1912,Stockholm,Boxing,64kg Men,Gold
1823,James Osei,M,27,164,49,United States,USA,1912,Stockholm,Boxing,64kg Men,Silver
1824,David Brown,M,26,161,67,France,FRA,1912,Stockholm,Boxing,64kg Men,Bronze
1825,Neymar Lewis,M,21,182,75,Denmark,DEN,1912,Stockholm,Boxing,69kg Men,Gold
1826,Carl Chen,M,28,187,91,Great Britain,GBR,1912,Stockholm,Boxing,69kg Men,Silver
1827,David Williams,M,18,170,71,Netherlands,NED,1912,Stockholm,Boxing,69kg Men,Bronze
1828,Carl Fischer,M,27,176,77,New Zealand,NZL,1912,Stockholm,Boxing,75kg Men,Gold
1829,Sergei Martin,M,29,191,68,Japan,JPN,1912,Stockholm,Boxing,75kg Men,Silver
1830,Mark Volkov,M,32,173,77,Brazil,BRA,1912,Stockholm,Boxing,75kg Men,Bronze
1831,Ryan Popov,M,25,167,80,Japan,JPN,1912,Stockholm,Shooting,10m Air Rifle Men,Gold
1832,Michael Tanaka,M,24,159,80,United States,USA,1912,Stockholm,Shooting,10m Air Rifle Men,Silver
1833,Alexei Osei,M,26,178,82,Great Britain,GBR,1912,Stockholm,Shooting,10m Air Rifle Men,Bronze
1834,Alexei Volkov,M,20,162,77,Poland,POL,1912,Stockholm,Shooting,10m Air Pistol Men,Gold
1835,Pierre Müller,M,22,184,78,Great Britain,GBR,1912,Stockholm,Shooting,10m Air Pistol Men,Silver
1836,Yuki Popov,M,30,175,67,United States,USA,1912,Stockholm,Shooting,10m Air Pistol Men,Bronze
1837,Pierre Tanaka,M,28,174,68,Brazil,BRA,1912,Stockholm,Shooting,50m Rifle Men,Gold
1838,Kento Phelps,M,19,191,94,Finland,FIN,1912,Stockholm,Shooting,50m Rifle Men,Silver
1839,Li Johnson,M,25,167,76,Soviet Union,USSR,1912,Stockholm,Shooting,50m Rifle Men,Bronze
1840,Mary Osei,F,17,154,47,Canada,CAN,1912,Stockholm,Shooting,10m Air Rifle Women,Gold
1841,Dafne Chen,F,30,167,74,Great Britain,GBR,1912,Stockholm,Shooting,10m Air Rifle Women,Silver
1842,Jessica Liu,F,23,169,65,United States,USA,1912,Stockholm,Shooting,10m Air Rifle Women,Bronze
1843,Tatiana Fischer,F,28,172,45,Denmark,DEN,1912,Stockholm,Shooting,10m Air Pistol Women,Gold
1844,Dafne Zhang,F,21,168,60,France,FRA,1912,Stockholm,Shooting,10m Air Pistol Women,Silver
1845,Larisa Biles,F,23,174,53,Sweden,SWE,1912,Stockholm,Shooting,10m Air Pistol Women,Bronze
1846,Boris Osei,M,21,167,73,Japan,JPN,1912,Stockholm,Shooting,Trap Men,Gold
1847,Yuki Biles,M,17,163,81,Australia,AUS,1912,Stockholm,Shooting,Trap Men,Silver
1848,Robert Osei,M,26,181,80,Netherlands,NED,1912,Stockholm,Shooting,Trap Men,Bronze
1849,Zhang Yamamoto,M,17,174,62,Finland,FIN,1912,Stockholm,Rowing,Single Sculls Men,Gold
1850,Sergei Brown,M,21,170,82,Japan,JPN,1912,Stockholm,Rowing,Single Sculls Men,Silver
1851,Mark Johnson,M,22,174,66,Hungary,HUN,1912,Stockholm,Rowing,Single Sculls Men,Bronze
1852,Mark Lewis,M,29,160,81,France,FRA,1912,Stockholm,Rowing,Double Sculls Men,Gold
1853,Mark Osei,M,27,172,83,United States,USA,1912,Stockholm,Rowing,Double Sculls Men,Silver
1854,Yuki Tanaka,M,31,181,71,Germany,GER,1912,Stockholm,Rowing,Double Sculls Men,Bronze
1855,Yuki Müller,M,28,180,68,Australia,AUS,1912,Stockholm,Rowing,Coxless Four Men,Gold
1856,Yuki Brown,M,24,165,90,New Zealand,NZL,1912,Stockholm,Rowing,Coxless Four Men,Silver
1857,Ryan Kim,M,31,170,64,Germany,GER,1912,Stockholm,Rowing,Coxless Four Men,Bronze
1858,Ivan Williams,M,24,170,86,United States,USA,1912,Stockholm,Rowing,Eight Men,Gold
1859,Sergei Zhang,M,25,178,90,Great Britain,GBR,1912,Stockholm,Rowing,Eight Men,Silver
1860,Boris Park,M,22,178,88,Brazil,BRA,1912,Stockholm,Rowing,Eight Men,Bronze
1861,Mary Thompson,F,34,154,56,Hungary,HUN,1912,Stockholm,Rowing,Single Sculls Women,Gold
1862,Dafne Brown,F,25,156,44,Italy,ITA,1912,Stockholm,Rowing,Single Sculls Women,Silver
1863,Liu Kipchoge,F,24,183,61,Germany,GER,1912,Stockholm,Rowing,Single Sculls Women,Bronze
1864,Allyson Volkov,F,25,169,36,Bulgaria,BUL,1912,Stockholm,Rowing,Double Sculls Women,Gold
1865,Birgit Kipchoge,F,30,150,62,France,FRA,1912,Stockholm,Rowing,Double Sculls Women,Silver
1866,Larisa Bolt,F,29,175,58,Norway,NOR,1912,Stockholm,Rowing,Double Sculls Women,Bronze
1867,Alexei Popov,M,23,184,87,Great Britain,GBR,1912,Stockholm,Weightlifting,56kg Men,Gold
1868,Li Lewis,M,27,171,69,Australia,AUS,1912,Stockholm,Weightlifting,56kg Men,Silver
1869,Wei Fischer,M,29,162,60,Brazil,BRA,1912,Stockholm,Weightlifting,56kg Men,Bronze
1870,Robert Osei,M,26,172,77,Soviet Union,USSR,1912,Stockholm,Weightlifting,62kg Men,Gold
1871,Hans Osei,M,28,161,66,Italy,ITA,1912,Stockholm,Weightlifting,62kg Men,Silver
1872,Li Tanaka,M,21,162,99,Germany,GER,1912,Stockholm,Weightlifting,62kg Men,Bronze
1873,Carl Felix,M,31,161,66,Belgium,BEL,1912,Stockholm,Weightlifting,69kg Men,Gold
1874,Pierre Johnson,M,32,167,78,Hungary,HUN,1912,Stockholm,Weightlifting,69kg Men,Silver
1875,Neymar Williams,M,23,172,74,Finland,FIN,1912,Stockholm,Weightlifting,69kg Men,Bronze
1876,Ivan Johnson,M,30,177,69,Hungary,HUN,1912,Stockholm,Weightlifting,77kg Men,Gold
1877,Usain Yamamoto,M,28,177,68,France,FRA,1912,Stockholm,Weightlifting,77kg Men,Silver
1878,Usain Kipchoge,M,29,166,85,Soviet Union,USSR,1912,Stockholm,Weightlifting,77kg Men,Bronze
1879,Michael Park,M,26,166,79,Germany,GER,1912,Stockholm,Weightlifting,85kg Men,Gold
1880,Michael Johnson,M,28,176,49,France,FRA,1912,Stockholm,Weightlifting,85kg Men,Silver
1881,Zhang Wang,M,33,175,76,Belgium,BEL,1912,Stockholm,Weightlifting,85kg Men,Bronze
1882,Wei Dubois,M,22,172,70,Soviet Union,USSR,1912,Stockholm,Weightlifting,+105kg Men,Gold
1883,Kento Martin,M,26,166,79,France,FRA,1912,Stockholm,Weightlifting,+105kg Men,Silver
1884,Pierre Kim,M,29,170,77,Japan,JPN,1912,Stockholm,Weightlifting,+105kg Men,Bronze
1885,Simone Felix,F,27,172,65,Netherlands,NED,1912,Stockholm,Weightlifting,48kg Women,Gold
1886,Mary Biles,F,32,159,69,Finland,FIN,1912,Stockholm,Weightlifting,48kg Women,Silver
1887,Nadia Chen,F,28,167,68,Soviet Union,USSR,1912,Stockholm,Weightlifting,48kg Women,Bronze
1888,Elena Chen,F,36,161,53,Soviet Union,USSR,1912,Stockholm,Weightlifting,53kg Women,Gold
1889,Sarah Felix,F,20,167,52,Norway,NOR,1912,Stockholm,Weightlifting,53kg Women,Silver
1890,Tatiana Tanaka,F,30,158,79,Sweden,SWE,1912,Stockholm,Weightlifting,53kg Women,Bronze
1891,Ryan Liu,M,27,172,80,Romania,ROU,1912,Stockholm,Fencing,Foil Men,Gold
1892,Ivan Dubois,M,23,175,83,Bulgaria,BUL,1912,Stockholm,Fencing,Foil Men,Silver
1893,Adam Liu,M,30,178,70,Germany,GER,1912,Stockholm,Fencing,Foil Men,Bronze
1894,Ryan Martin,M,24,179,71,Japan,JPN,1912,Stockholm,Fencing,Epee Men,Gold
1895,Pierre Osei,M,26,176,88,France,FRA,1912,Stockholm,Fencing,Epee Men,Silver
1896,Klaus Brown,M,17,181,60,Australia,AUS,1912,Stockholm,Fencing,Epee Men,Bronze
1897,Michael Zhang,M,26,173,58,Poland,POL,1912,Stockholm,Fencing,Sabre Men,Gold
1898,Ryan Biles,M,21,172,88,Sweden,SWE,1912,Stockholm,Fencing,Sabre Men,Silver
1899,Wei Smith,M,25,184,69,Italy,ITA,1912,Stockholm,Fencing,Sabre Men,Bronze
1900,Emily Johnson,F,24,148,72,United States,USA,1912,Stockholm,Fencing,Foil Women,Gold
1901,Oksana Lewis,F,25,156,47,Norway,NOR,1912,Stockholm,Fencing,Foil Women,Silver
